STRUCTURE_NAME,Sex_M/F,Health_Status,Health status,Year,Value
Health status,M,B,Bad/very bad health,2017,7.2
Health status,M,B,Bad/very bad health,2016,7.1
Health status,M,B,Bad/very bad health,2015,6.3
Health status,M,B,Bad/very bad health,2014,6.5
Health status,F,B,Bad/very bad health,2023,10.4
Health status,F,B,Bad/very bad health,2022,8.2
Health status,F,B,Bad/very bad health,2021,8.4
Health status,F,B,Bad/very bad health,2020,8.5
Health status,F,B,Bad/very bad health,2019,9.2
Health status,F,B,Bad/very bad health,2018,8.8
Health status,F,B,Bad/very bad health,2017,8.5
Health status,F,B,Bad/very bad health,2016,8.1
Health status,F,B,Bad/very bad health,2015,8.8
Health status,F,B,Bad/very bad health,2014,8.2
Health status,F,G,Good/very good health,2023,52.2
Health status,F,G,Good/very good health,2022,46
Health status,F,F,"Fair (not good, not bad) health",2020,21.8
Health status,F,F,"Fair (not good, not bad) health",2019,23.5
Health status,F,F,"Fair (not good, not bad) health",2018,23.3
Health status,F,F,"Fair (not good, not bad) health",2017,22.2
Health status,F,F,"Fair (not good, not bad) health",2016,21.7
Health status,F,F,"Fair (not good, not bad) health",2015,21.1
Health status,F,F,"Fair (not good, not bad) health",2014,21.3
Health status,M,G,Good/very good health,2023,62.2
Health status,M,G,Good/very good health,2022,55.1
Health status,M,G,Good/very good health,2021,61.2
Health status,M,G,Good/very good health,2020,65
Health status,M,G,Good/very good health,2019,64.3
Health status,M,G,Good/very good health,2018,69.4
Health status,M,G,Good/very good health,2017,62.5
Health status,M,G,Good/very good health,2016,67.1
Health status,M,G,Good/very good health,2015,70
Health status,M,G,Good/very good health,2014,68.6
Health status,M,G,Good/very good health,2023,66.6
Health status,M,G,Good/very good health,2022,66.9
Health status,M,G,Good/very good health,2021,70
Health status,M,G,Good/very good health,2020,72.7
Health status,M,G,Good/very good health,2019,72
Health status,M,G,Good/very good health,2018,74.4
Health status,M,G,Good/very good health,2017,73.1
Health status,M,G,Good/very good health,2016,72.4
Health status,M,G,Good/very good health,2015,73.1
Health status,M,G,Good/very good health,2014,74.4
Health status,F,G,Good/very good health,2023,62.4
Health status,F,G,Good/very good health,2022,62.7
Health status,F,G,Good/very good health,2021,67.1
Health status,F,G,Good/very good health,2020,69.8
Health status,F,G,Good/very good health,2019,67.3
Health status,F,G,Good/very good health,2018,67.9
Health status,F,G,Good/very good health,2017,69.3
Health status,F,G,Good/very good health,2016,70.2
Health status,F,G,Good/very good health,2015,70.1
Health status,F,G,Good/very good health,2014,70.5
Health status,M,G,Good/very good health,2023,74.4
Health status,M,G,Good/very good health,2022,77.5
Health status,M,G,Good/very good health,2021,77.8
Health status,M,G,Good/very good health,2020,78.4
Health status,M,G,Good/very good health,2019,80.8
Health status,M,G,Good/very good health,2018,80.3
Health status,M,G,Good/very good health,2017,83.2
Health status,M,G,Good/very good health,2016,80
Health status,M,G,Good/very good health,2015,80.7
Health status,M,G,Good/very good health,2014,82.3
Health status,F,G,Good/very good health,2023,56.3
Health status,F,G,Good/very good health,2022,55.2
Health status,F,G,Good/very good health,2021,59.6
Health status,F,G,Good/very good health,2020,67.6
Health status,F,G,Good/very good health,2019,64.3
Health status,F,G,Good/very good health,2018,65.8
Health status,F,G,Good/very good health,2017,66.2
Health status,F,G,Good/very good health,2016,69.6
Health status,F,G,Good/very good health,2015,69.4
Health status,F,G,Good/very good health,2014,70.9
Health status,F,G,Good/very good health,2023,72.7
Health status,F,G,Good/very good health,2022,70.5
Health status,F,G,Good/very good health,2021,77.4
Health status,M,F,"Fair (not good, not bad) health",2023,24.7
Health status,M,F,"Fair (not good, not bad) health",2022,25.3
Health status,M,F,"Fair (not good, not bad) health",2021,23.1
Health status,M,F,"Fair (not good, not bad) health",2020,20.8
Health status,M,F,"Fair (not good, not bad) health",2019,20.7
Health status,M,F,"Fair (not good, not bad) health",2018,19.4
Health status,M,F,"Fair (not good, not bad) health",2017,19.7
Health status,M,F,"Fair (not good, not bad) health",2016,20.5
Health status,M,F,"Fair (not good, not bad) health",2015,20.6
Health status,M,F,"Fair (not good, not bad) health",2014,19.1
Health status,M,G,Good/very good health,2022,68.6
Health status,M,G,Good/very good health,2021,69.7
Health status,F,G,Good/very good health,2018,62.4
Health status,F,G,Good/very good health,2017,63.2
Health status,F,G,Good/very good health,2016,62.4
Health status,F,G,Good/very good health,2015,61.3
Health status,F,G,Good/very good health,2014,62.2
Health status,M,G,Good/very good health,2021,60.6
Health status,M,G,Good/very good health,2020,61.3
Health status,M,G,Good/very good health,2019,59.1
Health status,M,G,Good/very good health,2018,54.2
Health status,M,G,Good/very good health,2017,55.5
Health status,M,G,Good/very good health,2016,56.1
Health status,M,G,Good/very good health,2015,53.5
Health status,M,G,Good/very good health,2014,54.7
Health status,F,G,Good/very good health,2023,67.7
Health status,F,G,Good/very good health,2022,72.5
Health status,F,G,Good/very good health,2021,72.7
Health status,F,G,Good/very good health,2020,67.2
Health status,F,G,Good/very good health,2019,65.7
Health status,F,B,Bad/very bad health,2020,12.6
Health status,F,B,Bad/very bad health,2019,14.8
Health status,F,B,Bad/very bad health,2018,15.7
Health status,F,B,Bad/very bad health,2017,16
Health status,F,B,Bad/very bad health,2016,15.6
Health status,F,B,Bad/very bad health,2015,17.1
Health status,F,B,Bad/very bad health,2014,17.2
Health status,F,G,Good/very good health,2023,48
Health status,F,G,Good/very good health,2022,49.6
Health status,F,G,Good/very good health,2021,49.3
Health status,F,G,Good/very good health,2020,50.7
Health status,F,G,Good/very good health,2019,47.9
Health status,F,G,Good/very good health,2018,44
Health status,F,G,Good/very good health,2017,45.9
Health status,F,G,Good/very good health,2016,46.3
Health status,F,G,Good/very good health,2015,47.2
Health status,F,G,Good/very good health,2014,45.7
Health status,F,G,Good/very good health,2023,54.4
Health status,F,G,Good/very good health,2022,55.9
Health status,F,G,Good/very good health,2021,56.1
Health status,F,G,Good/very good health,2020,56.2
Health status,F,G,Good/very good health,2019,54.2
Health status,F,G,Good/very good health,2018,49.7
Health status,F,G,Good/very good health,2017,50.4
Health status,F,G,Good/very good health,2016,50.6
Health status,F,G,Good/very good health,2015,50
Health status,F,G,Good/very good health,2014,49.9
Health status,M,G,Good/very good health,2023,58.3
Health status,M,G,Good/very good health,2022,59.9
Health status,M,G,Good/very good health,2020,67.8
Health status,M,G,Good/very good health,2019,64.9
Health status,M,G,Good/very good health,2018,61.3
Health status,M,G,Good/very good health,2017,65.3
Health status,M,G,Good/very good health,2016,64
Health status,M,G,Good/very good health,2015,63.5
Health status,M,G,Good/very good health,2014,63.7
Health status,M,G,Good/very good health,2023,53.1
Health status,M,G,Good/very good health,2022,50.5
Health status,M,G,Good/very good health,2021,50.7
Health status,M,G,Good/very good health,2020,46.5
Health status,M,G,Good/very good health,2019,51
Health status,M,G,Good/very good health,2018,47
Health status,M,G,Good/very good health,2017,42.8
Health status,M,G,Good/very good health,2016,42.2
Health status,M,G,Good/very good health,2015,43
Health status,M,G,Good/very good health,2014,40.4
Health status,M,F,"Fair (not good, not bad) health",2023,30.3
Health status,M,F,"Fair (not good, not bad) health",2022,28.7
Health status,M,F,"Fair (not good, not bad) health",2021,28.3
Health status,M,F,"Fair (not good, not bad) health",2020,28.8
Health status,M,F,"Fair (not good, not bad) health",2019,29.3
Health status,M,F,"Fair (not good, not bad) health",2018,32.5
Health status,M,F,"Fair (not good, not bad) health",2017,31.9
Health status,M,F,"Fair (not good, not bad) health",2016,31.2
Health status,M,F,"Fair (not good, not bad) health",2015,32.8
Health status,M,F,"Fair (not good, not bad) health",2014,29.8
Health status,M,B,Bad/very bad health,2023,11.4
Health status,M,B,Bad/very bad health,2022,11.5
Health status,M,B,Bad/very bad health,2021,11.1
Health status,M,B,Bad/very bad health,2020,9.9
Health status,M,B,Bad/very bad health,2019,11.6
Health status,M,B,Bad/very bad health,2018,13.2
Health status,M,B,Bad/very bad health,2017,12.6
Health status,M,B,Bad/very bad health,2016,12.7
Health status,M,B,Bad/very bad health,2015,13.7
Health status,M,B,Bad/very bad health,2014,15.5
Health status,M,G,Good/very good health,2023,57.2
Health status,M,G,Good/very good health,2022,59.7
Health status,M,G,Good/very good health,2021,60.5
Health status,M,G,Good/very good health,2020,62
Health status,M,G,Good/very good health,2019,59
Health status,M,G,Good/very good health,2018,53.3
Health status,M,G,Good/very good health,2017,54
Health status,M,G,Good/very good health,2016,57.5
Health status,M,G,Good/very good health,2015,52.4
Health status,M,G,Good/very good health,2014,56.3
Health status,F,F,"Fair (not good, not bad) health",2023,30.5
Health status,F,F,"Fair (not good, not bad) health",2022,29.8
Health status,F,F,"Fair (not good, not bad) health",2021,30.9
Health status,F,F,"Fair (not good, not bad) health",2020,31.2
Health status,F,F,"Fair (not good, not bad) health",2019,31
Health status,F,F,"Fair (not good, not bad) health",2018,34.6
Health status,F,F,"Fair (not good, not bad) health",2017,33.6
Health status,F,F,"Fair (not good, not bad) health",2016,33.8
Health status,F,F,"Fair (not good, not bad) health",2015,32.8
Health status,F,F,"Fair (not good, not bad) health",2014,32.9
Health status,F,B,Bad/very bad health,2023,15.1
Health status,F,B,Bad/very bad health,2022,14.2
Health status,F,B,Bad/very bad health,2021,13
Health status,F,G,Good/very good health,2023,43.4
Health status,F,G,Good/very good health,2022,41.3
Health status,F,G,Good/very good health,2021,44
Health status,F,G,Good/very good health,2020,34.6
Health status,F,G,Good/very good health,2019,39.1
Health status,F,G,Good/very good health,2018,30.6
Health status,F,G,Good/very good health,2017,28.9
Health status,F,G,Good/very good health,2016,30.8
Health status,F,G,Good/very good health,2015,30.4
Health status,F,G,Good/very good health,2014,31.5
Health status,M,G,Good/very good health,2022,79.6
Health status,M,G,Good/very good health,2021,85.4
Health status,M,G,Good/very good health,2018,54.7
Health status,M,G,Good/very good health,2017,55.8
Health status,M,G,Good/very good health,2016,55.6
Health status,M,G,Good/very good health,2015,55.2
Health status,M,G,Good/very good health,2014,51.5
Health status,F,G,Good/very good health,2021,68.3
Health status,F,G,Good/very good health,2020,69.2
Health status,F,G,Good/very good health,2019,67.9
Health status,F,G,Good/very good health,2018,67.1
Health status,F,G,Good/very good health,2017,68.5
Health status,F,G,Good/very good health,2016,68.7
Health status,F,G,Good/very good health,2015,69.3
Health status,F,G,Good/very good health,2014,69.1
Health status,M,G,Good/very good health,2023,52.3
Health status,M,G,Good/very good health,2022,49.7
Health status,M,G,Good/very good health,2021,54.4
Health status,M,G,Good/very good health,2020,52.1
Health status,M,G,Good/very good health,2019,53.3
Health status,F,B,Bad/very bad health,2020,6.3
Health status,F,B,Bad/very bad health,2019,5.7
Health status,F,B,Bad/very bad health,2018,5.8
Health status,F,B,Bad/very bad health,2017,5.9
Health status,F,B,Bad/very bad health,2016,6.4
Health status,F,B,Bad/very bad health,2015,5.9
Health status,F,B,Bad/very bad health,2014,6.8
Health status,M,B,Bad/very bad health,2023,5.8
Health status,M,B,Bad/very bad health,2022,6.4
Health status,M,B,Bad/very bad health,2021,6.1
Health status,M,B,Bad/very bad health,2020,4.8
Health status,M,B,Bad/very bad health,2019,5.4
Health status,M,B,Bad/very bad health,2018,5.6
Health status,M,B,Bad/very bad health,2017,5.2
Health status,M,B,Bad/very bad health,2016,5.5
Health status,M,B,Bad/very bad health,2015,5.6
Health status,M,B,Bad/very bad health,2014,6.1
Health status,F,G,Good/very good health,2023,79.1
Health status,F,G,Good/very good health,2022,78.2
Health status,F,G,Good/very good health,2021,84.5
Health status,F,G,Good/very good health,2020,80.6
Health status,F,G,Good/very good health,2019,79.5
Health status,F,G,Good/very good health,2018,79.4
Health status,F,G,Good/very good health,2017,79.9
Health status,F,G,Good/very good health,2016,80.6
Health status,F,G,Good/very good health,2015,81.6
Health status,F,G,Good/very good health,2014,80.6
Health status,F,G,Good/very good health,2023,64.5
Health status,F,G,Good/very good health,2022,62.7
Health status,M,G,Good/very good health,2020,80.2
Health status,M,G,Good/very good health,2019,78.8
Health status,M,G,Good/very good health,2018,78.9
Health status,M,G,Good/very good health,2017,81.4
Health status,M,G,Good/very good health,2016,80.7
Health status,M,G,Good/very good health,2015,80.9
Health status,M,G,Good/very good health,2014,79.5
Health status,F,F,"Fair (not good, not bad) health",2023,28.9
Health status,F,F,"Fair (not good, not bad) health",2022,29.5
Health status,F,F,"Fair (not good, not bad) health",2021,25.5
